Carla Interface.agents.Ego Vehicle_1.accelerations;Carla Interface.agents.Ego Vehicle_1.applied_input;Carla Interface.agents.Ego Vehicle_1.cruise_control_speed
[-0.6885876655578613, 0.554567277431488, 0.00011842089588753879];[-0.013035166077315807, 0.0, 0.0, 0.0, 0.5220205783843994];1.388.888.931.274.410
[-0.6885876655578613, 0.554567277431488, 0.00011842089588753879];[-0.013035166077315807, 0.0, 0.0, 0.0, 0.5220205783843994];1.388.888.931.274.410
[-0.6859604716300964, 0.5501505136489868, 0.001054994878359139];[-0.012965935282409191, 0.0, 0.0, 0.0, 0.521843671798706];1.388.888.931.274.410
[-0.6842839121818542, 0.5508840680122375, 0.0021070470102131367];[-0.012965935282409191, 0.0, 0.0, 0.0, 0.5214252471923828];1.388.888.931.274.410
[-0.6827875375747681, 0.5513511300086975, 0.001909871818497777];[-0.01298571564257145, 0.0, 0.0, 0.0, 0.5215001106262207];1.388.888.931.274.410
[-0.6848419308662415, 0.5547324419021606, 0.0020531252957880497];[-0.013064837083220482, 0.0, 0.0, 0.0, 0.5213472843170166];1.388.888.931.274.410
[-0.6849937438964844, 0.556414008140564, 0.0019728392362594604];[-0.013134067878127098, 0.0, 0.0, 0.0, 0.5217570066452026];1.388.888.931.274.410
[-0.6849937438964844, 0.556414008140564, 0.0019728392362594604];[-0.013134067878127098, 0.0, 0.0, 0.0, 0.5217570066452026];1.388.888.931.274.410
[-0.686141312122345, 0.5571483969688416, 0.0016066661337390542];[-0.013213188387453556, 0.0, 0.0, 0.0, 0.5219085812568665];1.388.888.931.274.410
[-0.6935630440711975, 0.5633921027183533, 0.0018757531652227044];[-0.013391210697591305, 0.0, 0.0, 0.0, 0.5220304727554321];1.388.888.931.274.410
[-0.6919451355934143, 0.5574769973754883, 0.001311970641836524];[-0.01351978164166212, 0.0, 0.0, 0.0, 0.5229496955871582];1.388.888.931.274.410
[-0.699104905128479, 0.5616031289100647, 0.001166243338957429];[-0.013678023591637611, 0.0, 0.0, 0.0, 0.5231887698173523];1.388.888.931.274.410
[-0.699104905128479, 0.5616031289100647, 0.001166243338957429];[-0.013678023591637611, 0.0, 0.0, 0.0, 0.5231887698173523];1.388.888.931.274.410
[-0.7184029817581177, 0.577910304069519, 0.0010800444288179278];[-0.014034067280590534, 0.0, 0.0, 0.0, 0.5225400924682617];1.388.888.931.274.410
[-0.7333151698112488, 0.5893226265907288, 0.000881402229424566];[-0.014360441826283932, 0.0, 0.0, 0.0, 0.5246873497962952];1.388.888.931.274.410
[-0.7687767744064331, 0.6108617186546326, 0.0007753909449093044];[-0.014953847974538803, 0.0, 0.0, 0.0, 0.5261092185974121];1.388.888.931.274.410
[-0.7956457734107971, 0.6186389327049255, 0.0007131944876164198];[-0.015438463538885117, 0.0, 0.0, 0.0, 0.5295201539993286];1.388.888.931.274.410
[-0.7956457734107971, 0.6186389327049255, 0.0007131944876164198];[-0.015438463538885117, 0.0, 0.0, 0.0, 0.5295201539993286];1.388.888.931.274.410
[-0.8178460001945496, 0.5975562930107117, 0.0003793506766669452];[-0.015942858532071114, 0.0, 0.0, 0.0, 0.5309905409812927];1.388.888.931.274.410
[-0.8680359125137329, 0.6367694735527039, 0.00047182009438984096];[-0.01679340936243534, 0.0, 0.0, 0.0, 0.5275465250015259];1.388.888.931.274.410
[-0.8909507393836975, 0.6580795049667358, 0.0004214051878079772];[-0.017386814579367638, 0.0, 0.0, 0.0, 0.5315020084381104];1.388.888.931.274.410
[-0.9189930558204651, 0.6715666651725769, 0.0002767804835457355];[-0.017980221658945084, 0.0, 0.0, 0.0, 0.5320438146591187];1.388.888.931.274.410
[-0.9189930558204651, 0.6715666651725769, 0.0002767804835457355];[-0.017980221658945084, 0.0, 0.0, 0.0, 0.5320438146591187];1.388.888.931.274.410
[-0.968277096748352, 0.7072488069534302, 0.0002330087445443496];[-0.018900003284215927, 0.0, 0.0, 0.0, 0.5324947834014893];1.388.888.931.274.410
[-0.9914775490760803, 0.7169992327690125, 0.00033576146233826876];[-0.019483517855405807, 0.0, 0.0, 0.0, 0.5356730222702026];1.388.888.931.274.410
[-1.0164241790771484, 0.7193061113357544, 0.0002903003478422761];[-0.02035384811460972, 0.0, 0.0, 0.0, 0.5348348617553711];1.388.888.931.274.410
[-1.0343056917190552, 0.7431480288505554, 0.00020666670752689242];[-0.02086813561618328, 0.0, 0.0, 0.0, 0.5293430685997009];1.388.888.931.274.410
[-1.0343056917190552, 0.7431480288505554, 0.00020666670752689242];[-0.02086813561618328, 0.0, 0.0, 0.0, 0.5293430685997009];1.388.888.931.274.410
[-1.0433424711227417, 0.7764723300933838, 6.538760430885304e-07];[-0.02137252874672413, 0.0, 0.0, 0.0, 0.5283678770065308];1.388.888.931.274.410
[-1.0649546384811401, 0.8182948231697083, 0.00011982589785475284];[-0.02203516662120819, 0.0, 0.0, 0.0, 0.5278527140617371];1.388.888.931.274.410
[-1.0705772638320923, 0.8392240405082703, 1.797954973881133e-05];[-0.02244066260755062, 0.0, 0.0, 0.0, 0.5292131304740906];1.388.888.931.274.410
[-1.079127311706543, 0.8554945588111877, 0.00011522779823280871];[-0.02279670722782612, 0.0, 0.0, 0.0, 0.52848219871521];1.388.888.931.274.410
[-1.079127311706543, 0.8554945588111877, 0.00011522779823280871];[-0.02279670722782612, 0.0, 0.0, 0.0, 0.52848219871521];1.388.888.931.274.410
[-1.0816704034805298, 0.8788837194442749, 5.683230483555235e-05];[-0.02326153963804245, 0.0, 0.0, 0.0, 0.5278331637382507];1.388.888.931.274.410
[-1.0883221626281738, 0.8982605338096619, 7.524649845436215e-05];[-0.023508792743086815, 0.0, 0.0, 0.0, 0.5252346992492676];1.388.888.931.274.410
[-1.0958483219146729, 0.9238965511322021, 1.4185173313308042e-05];[-0.023795606568455696, 0.0, 0.0, 0.0, 0.5251793265342712];1.388.888.931.274.410
[-1.097278356552124, 0.937708854675293, -4.1107487049885094e-05];[-0.023943958804011345, 0.0, 0.0, 0.0, 0.5259455442428589];1.388.888.931.274.410
[-1.097278356552124, 0.937708854675293, -4.1107487049885094e-05];[-0.023943958804011345, 0.0, 0.0, 0.0, 0.5259455442428589];1.388.888.931.274.410
[-1.0984997749328613, 0.9470383524894714, 0.00010724208550527692];[-0.024032969027757645, 0.0, 0.0, 0.0, 0.5256738066673279];1.388.888.931.274.410
[-1.0973451137542725, 0.9632495045661926, 5.660553142661229e-05];[-0.024092311039566994, 0.0, 0.0, 0.0, 0.5252261757850647];1.388.888.931.274.410
[-1.0952763557434082, 0.9694889187812805, -0.00011193718091817573];[-0.024062640964984894, 0.0, 0.0, 0.0, 0.524802565574646];1.388.888.931.274.410
[-1.0887678861618042, 0.9735555052757263, 0.000251295801717788];[-0.02396373823285103, 0.0, 0.0, 0.0, 0.5235166549682617];1.388.888.931.274.410
[-1.0887678861618042, 0.9735555052757263, 0.000251295801717788];[-0.02396373823285103, 0.0, 0.0, 0.0, 0.5235166549682617];1.388.888.931.274.410
[-1.0815941095352173, 0.9815748929977417, -3.2607938919682056e-05];[-0.023864837363362312, 0.0, 0.0, 0.0, 0.5225463509559631];1.388.888.931.274.410
[-1.0736172199249268, 0.9892942905426025, -1.7696951545076445e-05];[-0.023746157065033913, 0.0, 0.0, 0.0, 0.522013247013092];1.388.888.931.274.410
[-1.060401439666748, 0.9901456236839294, 2.1518724679481238e-05];[-0.023528574034571648, 0.0, 0.0, 0.0, 0.5216940641403198];1.388.888.931.274.410
[-1.0534368753433228, 1.0107886791229248, -4.78223264508415e-05];[-0.023340661078691483, 0.0, 0.0, 0.0, 0.5207306742668152];1.388.888.931.274.410
[-1.0534368753433228, 1.0107886791229248, -4.78223264508415e-05];[-0.023340661078691483, 0.0, 0.0, 0.0, 0.5207306742668152];1.388.888.931.274.410
[-1.0379221439361572, 1.0030814409255981, 4.9213700549444184e-05];[-0.023043958470225334, 0.0, 0.0, 0.0, 0.5221700668334961];1.388.888.931.274.410
[-1.0309553146362305, 1.000486969947815, -6.51052687317133e-05];[-0.02282637730240822, 0.0, 0.0, 0.0, 0.520949125289917];1.388.888.931.274.410
[-1.0206223726272583, 0.9991141557693481, 0.00012657284969463944];[-0.02258901484310627, 0.0, 0.0, 0.0, 0.520697295665741];1.388.888.931.274.410
[-0.9988812804222107, 0.9861939549446106, 4.762825483339839e-06];[-0.022173628211021423, 0.0, 0.0, 0.0, 0.5203669667243958];1.388.888.931.274.410
[-0.9988812804222107, 0.9861939549446106, 4.762825483339839e-06];[-0.022173628211021423, 0.0, 0.0, 0.0, 0.5203669667243958];1.388.888.931.274.410
[-0.9840371012687683, 0.983157753944397, -3.203117012162693e-05];[-0.021857144311070442, 0.0, 0.0, 0.0, 0.5184986591339111];1.388.888.931.274.410
[-0.9700540900230408, 0.9985980987548828, 1.9156845155521296e-05];[-0.021520880982279778, 0.0, 0.0, 0.0, 0.518007218837738];1.388.888.931.274.410
[-0.9374609589576721, 0.9714873433113098, -5.7339202612638474e-05];[-0.020937366411089897, 0.0, 0.0, 0.0, 0.5202886462211609];1.388.888.931.274.410
[-0.9206417202949524, 0.957490086555481, -1.0913930054812226e-05];[-0.0205219816416502, 0.0, 0.0, 0.0, 0.5173506736755371];1.388.888.931.274.410
[-0.8961635231971741, 0.947235643863678, 1.3061949175607879e-05];[-0.020067036151885986, 0.0, 0.0, 0.0, 0.5163769125938416];1.388.888.931.274.410
[-0.8961635231971741, 0.947235643863678, 1.3061949175607879e-05];[-0.020067036151885986, 0.0, 0.0, 0.0, 0.5163769125938416];1.388.888.931.274.410
[-0.8529723882675171, 0.9189610481262207, -7.233164069475606e-05];[-0.019315386191010475, 0.0, 0.0, 0.0, 0.5154297351837158];1.388.888.931.274.410
[-0.826367974281311, 0.9398354291915894, 9.203071385854855e-06];[-0.01875165104866028, 0.0, 0.0, 0.0, 0.5121141076087952];1.388.888.931.274.410
[-0.7613188028335571, 0.8895044326782227, 5.781417712569237e-05];[-0.017713189125061035, 0.0, 0.0, 0.0, 0.511705756187439];1.388.888.931.274.410
[-0.7125308513641357, 0.8536028265953064, 3.998056490672752e-05];[-0.01679340936243534, 0.0, 0.0, 0.0, 0.511466920375824];1.388.888.931.274.410
[-0.7125308513641357, 0.8536028265953064, 3.998056490672752e-05];[-0.01679340936243534, 0.0, 0.0, 0.0, 0.511466920375824];1.388.888.931.274.410
[-0.6533908247947693, 0.8083302974700928, -3.232082963222638e-05];[-0.01566593535244465, 0.0, 0.0, 0.0, 0.508709728717804];1.388.888.931.274.410
[-0.5445088148117065, 0.7232206463813782, -5.8895773690892383e-05];[-0.013767034746706486, 0.0, 0.0, 0.0, 0.504962146282196];1.388.888.931.274.410
[-0.47343823313713074, 0.6966344118118286, 5.3495943575398996e-05];[-0.012441759929060936, 0.0, 0.0, 0.0, 0.4957231283187866];1.388.888.931.274.410
[-0.4098353385925293, 0.743583619594574, 0.00011767838441301137];[-0.011126374825835228, 0.0, 0.0, 0.0, 0.49415111541748047];1.388.888.931.274.410
[-0.4098353385925293, 0.743583619594574, 0.00011767838441301137];[-0.011126374825835228, 0.0, 0.0, 0.0, 0.49415111541748047];1.388.888.931.274.410
[-0.2891177833080292, 0.6476101279258728, -1.8367629309068434e-05];[-0.009108792059123516, 0.0, 0.0, 0.0, 0.49494895339012146];1.388.888.931.274.410
[-0.2369864135980606, 0.594165027141571, -2.3740256438031793e-05];[-0.007753846701234579, 0.0, 0.0, 0.0, 0.503088116645813];1.388.888.931.274.410
[-0.15814079344272614, 0.48328930139541626, -7.983938849065453e-05];[-0.005756044294685125, 0.0, 0.0, 0.0, 0.5041639804840088];1.388.888.931.274.410
[-0.12313378602266312, 0.43498677015304565, 2.8363796445773914e-05];[-0.004440659657120705, 0.0, 0.0, 0.0, 0.49846774339675903];1.388.888.931.274.410
[-0.12313378602266312, 0.43498677015304565, 2.8363796445773914e-05];[-0.004440659657120705, 0.0, 0.0, 0.0, 0.49846774339675903];1.388.888.931.274.410
[-0.0753382220864296, 0.39299532771110535, 6.605884118471295e-05];[-0.003125275019556284, 0.0, 0.0, 0.0, 0.49996426701545715];1.388.888.931.274.410
[-0.04027487337589264, 0.34125375747680664, -3.507550718495622e-05];[-0.0011967034079134464, 0.0, 0.0, 0.0, 0.5021812319755554];1.388.888.931.274.410
[0.0030578630976378918, 0.2722790241241455, 6.158339238027111e-05];[1.978022191906348e-05, 0.0, 0.0, 0.0, 0.5105756521224976];1.388.888.931.274.410
[0.06782238930463791, 0.16244657337665558, -4.8650792450644076e-05];[0.0017208793433383107, 0.0, 0.0, 0.0, 0.5098011493682861];1.388.888.931.274.410
[0.06782238930463791, 0.16244657337665558, -4.8650792450644076e-05];[0.0017208793433383107, 0.0, 0.0, 0.0, 0.5098011493682861];1.388.888.931.274.410
[0.09838256239891052, 0.11327851563692093, -4.438135147211142e-05];[0.002798901405185461, 0.0, 0.0, 0.0, 0.5056882500648499];1.388.888.931.274.410
[0.1651681363582611, 0.042069923132658005, -8.097970749076921e-06];[0.004262637812644243, 0.0, 0.0, 0.0, 0.5080259442329407];1.388.888.931.274.410
[0.13928993046283722, 0.007637644652277231, 3.6028079193783924e-05];[0.005162638146430254, 0.0, 0.0, 0.0, 0.5150340795516968];1.388.888.931.274.410
[0.16474038362503052, -0.05502712354063988, 0.00014363096852321178];[0.005993407219648361, 0.0, 0.0, 0.0, 0.5205798149108887];1.388.888.931.274.410
[0.16474038362503052, -0.05502712354063988, 0.00014363096852321178];[0.005993407219648361, 0.0, 0.0, 0.0, 0.5205798149108887];1.388.888.931.274.410
[0.19888684153556824, -0.14278510212898254, -0.00016544313984923065];[0.007081319577991962, 0.0, 0.0, 0.0, 0.5258592367172241];1.388.888.931.274.410
[0.19484131038188934, -0.20614461600780487, 5.109930134494789e-05];[0.00774395652115345, 0.0, 0.0, 0.0, 0.5344409346580505];1.388.888.931.274.410
[0.1820274442434311, -0.2716156840324402, 1.0366238711867481e-05];[0.008317583240568638, 0.0, 0.0, 0.0, 0.5382081866264343];1.388.888.931.274.410
[0.18460366129875183, -0.34254804253578186, -3.380300768185407e-05];[0.0090098911896348, 0.0, 0.0, 0.0, 0.5406064391136169];1.388.888.931.274.410
[0.18460366129875183, -0.34254804253578186, -3.380300768185407e-05];[0.0090098911896348, 0.0, 0.0, 0.0, 0.5406064391136169];1.388.888.931.274.410
[0.14538653194904327, -0.40481674671173096, -1.2775402637998923e-06];[0.009385715238749981, 0.0, 0.0, 0.0, 0.5432742238044739];1.388.888.931.274.410
[0.16251802444458008, -0.4484614431858063, -6.233575550140813e-05];[0.00981098972260952, 0.0, 0.0, 0.0, 0.5418962836265564];1.388.888.931.274.410
[0.17633351683616638, -0.46086880564689636, -1.7883268810692243e-05];[0.009979122318327427, 0.0, 0.0, 0.0, 0.5347451567649841];1.388.888.931.274.410
[0.20441175997257233, -0.4548676013946533, -7.051854481687769e-05];[0.010078023187816143, 0.0, 0.0, 0.0, 0.5298163294792175];1.388.888.931.274.410
[0.20441175997257233, -0.4548676013946533, -7.051854481687769e-05];[0.010078023187816143, 0.0, 0.0, 0.0, 0.5298163294792175];1.388.888.931.274.410
[0.2392420470714569, -0.44118794798851013, 8.287412492791191e-05];[0.010137364268302917, 0.0, 0.0, 0.0, 0.5246090292930603];1.388.888.931.274.410
[0.2758273482322693, -0.4199875295162201, -0.0001204442887683399];[0.010127473622560501, 0.0, 0.0, 0.0, 0.5203189253807068];1.388.888.931.274.410
[0.31117600202560425, -0.3974681496620178, 5.0276001275051385e-05];[0.010078023187816143, 0.0, 0.0, 0.0, 0.5171203017234802];1.388.888.931.274.410
[0.3695669174194336, -0.37256500124931335, -0.00013237030361779034];[0.010008792392909527, 0.0, 0.0, 0.0, 0.5154725909233093];1.388.888.931.274.410
[0.3695669174194336, -0.37256500124931335, -0.00013237030361779034];[0.010008792392909527, 0.0, 0.0, 0.0, 0.5154725909233093];1.388.888.931.274.410
[0.38803622126579285, -0.3651067912578583, 8.087055903160945e-05];[0.009929670952260494, 0.0, 0.0, 0.0, 0.5167682766914368];1.388.888.931.274.410
[0.39889514446258545, -0.3662140667438507, 4.861700290348381e-06];[0.009860440157353878, 0.0, 0.0, 0.0, 0.5182250142097473];1.388.888.931.274.410
[0.3990892767906189, -0.36813533306121826, 1.0614396160235628e-05];[0.009721978567540646, 0.0, 0.0, 0.0, 0.5199801325798035];1.388.888.931.274.410
[0.3973501920700073, -0.37481629848480225, -8.449568849755451e-05];[0.009603297337889671, 0.0, 0.0, 0.0, 0.5209477543830872];1.388.888.931.274.410
[0.38967224955558777, -0.3775794208049774, 0.00014879072841722518];[0.009415386244654655, 0.0, 0.0, 0.0, 0.5218844413757324];1.388.888.931.274.410
[0.38967224955558777, -0.3775794208049774, 0.00014879072841722518];[0.009415386244654655, 0.0, 0.0, 0.0, 0.5218844413757324];1.388.888.931.274.410
[0.39040854573249817, -0.3935825824737549, -6.2189797063183505e-06];[0.009237363934516907, 0.0, 0.0, 0.0, 0.5218580961227417];1.388.888.931.274.410
[0.3854457437992096, -0.3919392228126526, 1.6232415873673744e-05];[0.009069232270121574, 0.0, 0.0, 0.0, 0.5217233896255493];1.388.888.931.274.410
[0.37420663237571716, -0.38388732075691223, -6.210558240127284e-06];[0.008802198804914951, 0.0, 0.0, 0.0, 0.5224555134773254];1.388.888.931.274.410
[0.36997660994529724, -0.3807281255722046, 2.21209556912072e-05];[0.00861428678035736, 0.0, 0.0, 0.0, 0.5208528637886047];1.388.888.931.274.410
[0.36997660994529724, -0.3807281255722046, 2.21209556912072e-05];[0.00861428678035736, 0.0, 0.0, 0.0, 0.5208528637886047];1.388.888.931.274.410
[0.3671315312385559, -0.371724933385849, -0.00013609061716124415];[0.00839670468121767, 0.0, 0.0, 0.0, 0.5200589299201965];1.388.888.931.274.410
[0.3592989146709442, -0.35528886318206787, 0.000104464081232436];[0.00808022078126669, 0.0, 0.0, 0.0, 0.5190651416778564];1.388.888.931.274.410
[0.3762691020965576, -0.346340537071228, -2.0770512492163107e-05];[0.007862638682126999, 0.0, 0.0, 0.0, 0.5173891186714172];1.388.888.931.274.410
[0.37124091386795044, -0.3315795361995697, 4.329918112944142e-07];[0.007625275757163763, 0.0, 0.0, 0.0, 0.517029881477356];1.388.888.931.274.410
[0.37124091386795044, -0.3315795361995697, 4.329918112944142e-07];[0.007625275757163763, 0.0, 0.0, 0.0, 0.517029881477356];1.388.888.931.274.410
[0.3543667197227478, -0.310308039188385, 4.5320055505726486e-05];[0.007239561062306166, 0.0, 0.0, 0.0, 0.5184075832366943];1.388.888.931.274.410
[0.3440268337726593, -0.2981681525707245, -7.41138428566046e-05];[0.00694285798817873, 0.0, 0.0, 0.0, 0.5166873335838318];1.388.888.931.274.410
[0.32313165068626404, -0.2697654664516449, -6.91653303874773e-06];[0.006438462063670158, 0.0, 0.0, 0.0, 0.5160713195800781];1.388.888.931.274.410
[0.3132789134979248, -0.24866266548633575, 2.76906430372037e-05];[0.0060329679399728775, 0.0, 0.0, 0.0, 0.5138124227523804];1.388.888.931.274.410
[0.3132789134979248, -0.24866266548633575, 2.76906430372037e-05];[0.0060329679399728775, 0.0, 0.0, 0.0, 0.5138124227523804];1.388.888.931.274.410
[0.32498764991760254, -0.23078180849552155, 0.00013025649241171777];[0.005627473350614309, 0.0, 0.0, 0.0, 0.5130906105041504];1.388.888.931.274.410
[0.28571823239326477, -0.1844668835401535, -0.000202185517991893];[0.00487582478672266, 0.0, 0.0, 0.0, 0.5129497051239014];1.388.888.931.274.410
[0.2669006288051605, -0.1606176644563675, 8.138950215652585e-05];[0.004361538682132959, 0.0, 0.0, 0.0, 0.5131746530532837];1.388.888.931.274.410
[0.24479550123214722, -0.13564854860305786, -3.226413173251785e-05];[0.003797802608460188, 0.0, 0.0, 0.0, 0.512726366519928];1.388.888.931.274.410
[0.24479550123214722, -0.13564854860305786, -3.226413173251785e-05];[0.003797802608460188, 0.0, 0.0, 0.0, 0.512726366519928];1.388.888.931.274.410
[0.20048029720783234, -0.08769960701465607, -9.615089948056266e-05];[0.0028780221473425627, 0.0, 0.0, 0.0, 0.5120259523391724];1.388.888.931.274.410
[0.18209533393383026, -0.057840026915073395, 0.0001384797942591831];[0.002215384738519788, 0.0, 0.0, 0.0, 0.5085499286651611];1.388.888.931.274.410
[0.16375887393951416, -0.009987352415919304, -4.150550739723258e-05];[0.0012461539590731263, 0.0, 0.0, 0.0, 0.5086358189582825];1.388.888.931.274.410
[0.1388685554265976, 0.013799790292978287, 0.0001321112795267254];[0.000613186857663095, 0.0, 0.0, 0.0, 0.5127552151679993];1.388.888.931.274.410
[0.10535156726837158, 0.03040461614727974, -0.0001004896912490949];[-2.9670332878595218e-05, 0.0, 0.0, 0.0, 0.5138137340545654];1.388.888.931.274.410
[0.10535156726837158, 0.03040461614727974, -0.0001004896912490949];[-2.9670332878595218e-05, 0.0, 0.0, 0.0, 0.5138137340545654];1.388.888.931.274.410
[0.05404726043343544, 0.065956711769104, -5.62951800020528e-06];[-0.000949450652115047, 0.0, 0.0, 0.0, 0.5140247941017151];1.388.888.931.274.410
[0.028928957879543304, 0.07943781465291977, -5.989245983073488e-05];[-0.0015527474461123347, 0.0, 0.0, 0.0, 0.5143932700157166];1.388.888.931.274.410
[0.0053411442786455154, 0.08505410701036453, 9.714344196254387e-05];[-0.002126373816281557, 0.0, 0.0, 0.0, 0.516916036605835];1.388.888.931.274.410
[-0.04539741575717926, 0.10411140322685242, -0.00011384442041162401];[-0.0029868134297430515, 0.0, 0.0, 0.0, 0.5201870799064636];1.388.888.931.274.410
[-0.04539741575717926, 0.10411140322685242, -0.00011384442041162401];[-0.0029868134297430515, 0.0, 0.0, 0.0, 0.5201870799064636];1.388.888.931.274.410
[-0.04539741575717926, 0.10411140322685242, -0.00011384442041162401];[-0.0029868134297430515, 0.0, 0.0, 0.0, 0.5201870799064636];1.388.888.931.274.410
[-0.1388663351535797, 0.1516551375389099, 8.965791494119912e-05];[-0.004391209222376347, 0.0, 0.0, 0.0, 0.5251500606536865];1.388.888.931.274.410
[-0.18497206270694733, 0.12461726367473602, -3.137289240839891e-06];[-0.004954945761710405, 0.0, 0.0, 0.0, 0.5349317789077759];1.388.888.931.274.410
[-0.23867785930633545, 0.10163111984729767, -3.988552271039225e-05];[-0.005469231400638819, 0.0, 0.0, 0.0, 0.5346622467041016];1.388.888.931.274.410
[-0.23867785930633545, 0.10163111984729767, -3.988552271039225e-05];[-0.005469231400638819, 0.0, 0.0, 0.0, 0.5346622467041016];1.388.888.931.274.410
[-0.23867785930633545, 0.10163111984729767, -3.988552271039225e-05];[-0.005469231400638819, 0.0, 0.0, 0.0, 0.5346622467041016];1.388.888.931.274.410
[-0.2944100797176361, 0.12231123447418213, 1.853484172897879e-05];[-0.006240659859031439, 0.0, 0.0, 0.0, 0.5335716605186462];1.388.888.931.274.410
[-0.3450402021408081, 0.15942038595676422, -2.850625151040731e-06];[-0.00711099011823535, 0.0, 0.0, 0.0, 0.5336554050445557];1.388.888.931.274.410
[-0.37149977684020996, 0.18023313581943512, 2.2463274945039302e-05];[-0.007694506552070379, 0.0, 0.0, 0.0, 0.5333739519119263];1.388.888.931.274.410
[-0.37149977684020996, 0.18023313581943512, 2.2463274945039302e-05];[-0.007694506552070379, 0.0, 0.0, 0.0, 0.5333739519119263];1.388.888.931.274.410
[-0.376272588968277, 0.1943112015724182, 1.246205374627607e-05];[-0.008001099340617657, 0.0, 0.0, 0.0, 0.5300277471542358];1.388.888.931.274.410
[-0.376272588968277, 0.1943112015724182, 1.246205374627607e-05];[-0.008001099340617657, 0.0, 0.0, 0.0, 0.5300277471542358];1.388.888.931.274.410
[-0.39255502820014954, 0.24545519053936005, -1.5014792552392464e-05];[-0.008594506420195103, 0.0, 0.0, 0.0, 0.5247484445571899];1.388.888.931.274.410
[-0.377427875995636, 0.27419495582580566, 2.101464633597061e-05];[-0.008782418444752693, 0.0, 0.0, 0.0, 0.5236988067626953];1.388.888.931.274.410
[-0.377427875995636, 0.27419495582580566, 2.101464633597061e-05];[-0.008782418444752693, 0.0, 0.0, 0.0, 0.5236988067626953];1.388.888.931.274.410
[-0.37547338008880615, 0.30986663699150085, 2.2267704480327666e-05];[-0.009049451909959316, 0.0, 0.0, 0.0, 0.5204610228538513];1.388.888.931.274.410
[-0.37547338008880615, 0.30986663699150085, 2.2267704480327666e-05];[-0.009049451909959316, 0.0, 0.0, 0.0, 0.5204610228538513];1.388.888.931.274.410
[-0.37123939394950867, 0.3388722836971283, 1.4447737157752272e-06];[-0.009227474220097065, 0.0, 0.0, 0.0, 0.5203357338905334];1.388.888.931.274.410
[-0.4023170471191406, 0.3876826763153076, -6.421538273571059e-05];[-0.009820880368351936, 0.0, 0.0, 0.0, 0.520869255065918];1.388.888.931.274.410
[-0.4217684864997864, 0.398948609828949, 4.7347293730126694e-05];[-0.01011758390814066, 0.0, 0.0, 0.0, 0.5260134935379028];1.388.888.931.274.410
[-0.4217684864997864, 0.398948609828949, 4.7347293730126694e-05];[-0.01011758390814066, 0.0, 0.0, 0.0, 0.5260134935379028];1.388.888.931.274.410
[-0.45131564140319824, 0.40053391456604004, -0.00010800021118484437];[-0.010404396802186966, 0.0, 0.0, 0.0, 0.527409017086029];1.388.888.931.274.410
[-0.45131564140319824, 0.40053391456604004, -0.00010800021118484437];[-0.010404396802186966, 0.0, 0.0, 0.0, 0.527409017086029];1.388.888.931.274.410
[-0.5093151330947876, 0.4386696517467499, 7.44021890568547e-05];[-0.01120549626648426, 0.0, 0.0, 0.0, 0.5279032588005066];1.388.888.931.274.410
[-0.532924234867096, 0.4373877942562103, 1.327959580521565e-05];[-0.01154175866395235, 0.0, 0.0, 0.0, 0.5321755409240723];1.388.888.931.274.410
[-0.532924234867096, 0.4373877942562103, 1.327959580521565e-05];[-0.01154175866395235, 0.0, 0.0, 0.0, 0.5321755409240723];1.388.888.931.274.410
[-0.5719038248062134, 0.4534883201122284, -2.393799695710186e-05];[-0.012095605954527855, 0.0, 0.0, 0.0, 0.5303412079811096];1.388.888.931.274.410
[-0.5719038248062134, 0.4534883201122284, -2.393799695710186e-05];[-0.012095605954527855, 0.0, 0.0, 0.0, 0.5303412079811096];1.388.888.931.274.410
[-0.6188474297523499, 0.4997348189353943, -1.0479901902726851e-05];[-0.01298571564257145, 0.0, 0.0, 0.0, 0.5300799012184143];1.388.888.931.274.410
[-0.6265852451324463, 0.5025606751441956, 4.937991252518259e-05];[-0.013312089256942272, 0.0, 0.0, 0.0, 0.5320786833763123];1.388.888.931.274.410
[-0.6265852451324463, 0.5025606751441956, 4.937991252518259e-05];[-0.013312089256942272, 0.0, 0.0, 0.0, 0.5320786833763123];1.388.888.931.274.410
[-0.6337371468544006, 0.513068437576294, -3.1706065783509985e-05];[-0.013608792796730995, 0.0, 0.0, 0.0, 0.5280267000198364];1.388.888.931.274.410
[-0.6369627714157104, 0.5469399094581604, -4.6261524403234944e-05];[-0.014004397206008434, 0.0, 0.0, 0.0, 0.5246096253395081];1.388.888.931.274.410
[-0.6309973001480103, 0.5714282393455505, 7.173647463787347e-05];[-0.014231869950890541, 0.0, 0.0, 0.0, 0.5233070850372314];1.388.888.931.274.410
[-0.6359239816665649, 0.5982471108436584, -0.00010487066901987419];[-0.01452857255935669, 0.0, 0.0, 0.0, 0.5225963592529297];1.388.888.931.274.410
[-0.6359239816665649, 0.5982471108436584, -0.00010487066901987419];[-0.01452857255935669, 0.0, 0.0, 0.0, 0.5225963592529297];1.388.888.931.274.410
[-0.6328204870223999, 0.6102315187454224, 3.874487447319552e-05];[-0.01465714443475008, 0.0, 0.0, 0.0, 0.5234413743019104];1.388.888.931.274.410
[-0.6326466202735901, 0.61936354637146, 4.567096766550094e-05];[-0.014765935949981213, 0.0, 0.0, 0.0, 0.522937536239624];1.388.888.931.274.410
