Carla Interface.agents.Ego Vehicle_1.accelerations;Carla Interface.agents.Ego Vehicle_1.applied_input;Carla Interface.agents.Ego Vehicle_1.cruise_control_speed
[2.1025466918945312, -1.5496374368667603, -1.092568982130615e-05];[0.04564286023378372, 0.0, 0.0, 0.0, 0.5352126359939575];1.388.888.931.274.410
[2.1584997177124023, -1.5575560331344604, 0.0001089523357222788];[0.045425280928611755, 0.0, 0.0, 0.0, 0.5339530110359192];1.388.888.931.274.410
[2.163416624069214, -1.5440155267715454, -6.046568159945309e-05];[0.044990114867687225, 0.0, 0.0, 0.0, 0.5327160358428955];1.388.888.931.274.410
[2.163416624069214, -1.5440155267715454, -6.046568159945309e-05];[0.044990114867687225, 0.0, 0.0, 0.0, 0.5327160358428955];1.388.888.931.274.410
[2.1785995960235596, -1.5313587188720703, 8.383273961953819e-05];[0.04462417960166931, 0.0, 0.0, 0.0, 0.5306812524795532];1.388.888.931.274.410
[2.1918249130249023, -1.5121548175811768, -0.0001084801770048216];[0.04418901726603508, 0.0, 0.0, 0.0, 0.5288853049278259];1.388.888.931.274.410
[2.181856870651245, -1.4760013818740845, 1.0485493930900702e-06];[0.043417587876319885, 0.0, 0.0, 0.0, 0.5269510746002197];1.388.888.931.274.410
[2.181856870651245, -1.4760013818740845, 1.0485493930900702e-06];[0.043417587876319885, 0.0, 0.0, 0.0, 0.5269510746002197];1.388.888.931.274.410
[2.192392349243164, -1.4466955661773682, 0.00015035932301543653];[0.04284396022558212, 0.0, 0.0, 0.0, 0.522599995136261];1.388.888.931.274.410
[2.232008457183838, -1.3920865058898926, 5.0537502829683945e-05];[0.041874732822179794, 0.0, 0.0, 0.0, 0.5210398435592651];1.388.888.931.274.410
[2.220991849899292, -1.3520920276641846, 1.5973017070791684e-05];[0.04114286229014397, 0.0, 0.0, 0.0, 0.5166993141174316];1.388.888.931.274.410
[2.2057085037231445, -1.310939908027649, 7.151073077693582e-05];[0.04034176096320152, 0.0, 0.0, 0.0, 0.5202392935752869];1.388.888.931.274.410
[2.1403963565826416, -1.26964271068573, 0.30511578917503357];[0.038967035710811615, 0.0, 0.0, 0.0, 0.5185856223106384];1.388.888.931.274.410
[2.1403963565826416, -1.26964271068573, 0.30511578917503357];[0.038967035710811615, 0.0, 0.0, 0.0, 0.5185856223106384];1.388.888.931.274.410
[2.0751659870147705, -1.1803569793701172, -0.08379899710416794];[0.03793846443295479, 0.0, 0.0, 0.0, 0.5123197436332703];1.388.888.931.274.410
[2.073331594467163, -1.1325758695602417, -0.06158105283975601];[0.03680110350251198, 0.0, 0.0, 0.0, 0.504733145236969];1.388.888.931.274.410
[2.0781309604644775, -1.0489048957824707, -0.0334823876619339];[0.034892309457063675, 0.0, 0.0, 0.0, 0.5058385133743286];1.388.888.931.274.410
[2.017054796218872, -0.9813042879104614, -0.0237708929926157];[0.03343846648931503, 0.0, 0.0, 0.0, 0.500197172164917];1.388.888.931.274.410
[2.017054796218872, -0.9813042879104614, -0.0237708929926157];[0.03343846648931503, 0.0, 0.0, 0.0, 0.500197172164917];1.388.888.931.274.410
[1.9407151937484741, -0.914487361907959, -0.017619097605347633];[0.03179670870304108, 0.0, 0.0, 0.0, 0.5100486278533936];1.388.888.931.274.410
[1.7587822675704956, -0.8177444934844971, -0.01245516911149025];[0.02890879474580288, 0.0, 0.0, 0.0, 0.5066900253295898];1.388.888.931.274.410
[1.668771505355835, -0.737630307674408, -0.008943437598645687];[0.02675275132060051, 0.0, 0.0, 0.0, 0.4920465648174286];1.388.888.931.274.410
[1.4670661687850952, -0.5607678890228271, -0.006322040688246489];[0.022954946383833885, 0.0, 0.0, 0.0, 0.48715412616729736];1.388.888.931.274.410
[1.4670661687850952, -0.5607678890228271, -0.006322040688246489];[0.022954946383833885, 0.0, 0.0, 0.0, 0.48715412616729736];1.388.888.931.274.410
[1.5156973600387573, -0.4026305675506592, -0.0030932645313441753];[0.020106595009565353, 0.0, 0.0, 0.0, 0.469819575548172];1.388.888.931.274.410
[1.3423556089401245, -0.27726855874061584, -0.001993205165490508];[0.017020879313349724, 0.0, 0.0, 0.0, 0.49331530928611755];1.388.888.931.274.410
[0.9986955523490906, -0.12156499177217484, -0.0011981399729847908];[0.01200659479945898, 0.0, 0.0, 0.0, 0.4874397814273834];1.388.888.931.274.410
[0.8385236263275146, -0.0032313859555870295, -0.001026201993227005];[0.008456045761704445, 0.0, 0.0, 0.0, 0.4637429714202881];1.388.888.931.274.410
[0.8385236263275146, -0.0032313859555870295, -0.001026201993227005];[0.008456045761704445, 0.0, 0.0, 0.0, 0.4637429714202881];1.388.888.931.274.410
[0.7024436593055725, 0.15808674693107605, -0.0003216732875443995];[0.004846154246479273, 0.0, 0.0, 0.0, 0.46087780594825745];1.388.888.931.274.410
[0.4101744592189789, 0.37576988339424133, -0.00017970174667425454];[-0.0005241758772172034, 0.0, 0.0, 0.0, 0.4650996923446655];1.388.888.931.274.410
[0.4389316737651825, 0.39505788683891296, -5.061314004706219e-05];[-0.003906593658030033, 0.0, 0.0, 0.0, 0.465920090675354];1.388.888.931.274.410
[0.09033679962158203, 0.570724368095398, 0.00018447903858032078];[-0.009098902344703674, 0.0, 0.0, 0.0, 0.4836452305316925];1.388.888.931.274.410
[-0.12134852260351181, 0.5679938793182373, 0.00014699857274536043];[-0.01249120943248272, 0.0, 0.0, 0.0, 0.5231598615646362];1.388.888.931.274.410
[-0.12134852260351181, 0.5679938793182373, 0.00014699857274536043];[-0.01249120943248272, 0.0, 0.0, 0.0, 0.5231598615646362];1.388.888.931.274.410
[-0.47867920994758606, 0.5633928179740906, -2.9948047085781582e-05];[-0.01723846234381199, 0.0, 0.0, 0.0, 0.5383903980255127];1.388.888.931.274.410
[-0.6792946457862854, 0.46877041459083557, 0.00019109139975626022];[-0.020156046375632286, 0.0, 0.0, 0.0, 0.562788724899292];1.388.888.931.274.410
[-0.8822193741798401, 0.36779922246932983, 9.82643396127969e-05];[-0.022875826805830002, 0.0, 0.0, 0.0, 0.5738758444786072];1.388.888.931.274.410
[-1.1494768857955933, 0.1924854815006256, 0.00011363397788954899];[-0.026851652190089226, 0.0, 0.0, 0.0, 0.5831043124198914];1.388.888.931.274.410
[-1.1494768857955933, 0.1924854815006256, 0.00011363397788954899];[-0.026851652190089226, 0.0, 0.0, 0.0, 0.5831043124198914];1.388.888.931.274.410
[-1.3305130004882812, 0.21087178587913513, 0.00016613217303529382];[-0.029274728149175644, 0.0, 0.0, 0.0, 0.5816723108291626];1.388.888.931.274.410
[-1.4840418100357056, 0.2460751235485077, -2.5160659788525663e-05];[-0.03150000423192978, 0.0, 0.0, 0.0, 0.5841773748397827];1.388.888.931.274.410
[-1.6896941661834717, 0.3337801694869995, -5.562115620705299e-05];[-0.03448681905865669, 0.0, 0.0, 0.0, 0.5818268060684204];1.388.888.931.274.410
[-1.7919493913650513, 0.37608978152275085, 0.0002098326658597216];[-0.03629670664668083, 0.0, 0.0, 0.0, 0.5853347778320312];1.388.888.931.274.410
[-1.7919493913650513, 0.37608978152275085, 0.0002098326658597216];[-0.03629670664668083, 0.0, 0.0, 0.0, 0.5853347778320312];1.388.888.931.274.410
[-1.948889970779419, 0.466422975063324, 5.9531281294766814e-05];[-0.03880879282951355, 0.0, 0.0, 0.0, 0.5776212811470032];1.388.888.931.274.410
[-2.0027432441711426, 0.5352566838264465, 2.4745842893025838e-05];[-0.04032197967171669, 0.0, 0.0, 0.0, 0.5754989385604858];1.388.888.931.274.410
[-2.0745582580566406, 0.6502099633216858, 8.17377440398559e-05];[-0.04176593944430351, 0.0, 0.0, 0.0, 0.54469895362854];1.388.888.931.274.410
[-2.151475667953491, 0.8437352776527405, 6.282635877141729e-05];[-0.043714288622140884, 0.0, 0.0, 0.0, 0.5379661917686462];1.388.888.931.274.410
[-2.151475667953491, 0.8437352776527405, 6.282635877141729e-05];[-0.043714288622140884, 0.0, 0.0, 0.0, 0.5379661917686462];1.388.888.931.274.410
[-2.1781980991363525, 0.9778136610984802, 2.355349533900153e-05];[-0.04492088407278061, 0.0, 0.0, 0.0, 0.5387240648269653];1.388.888.931.274.410
[-2.2125892639160156, 1.0839310884475708, -1.1672310392896179e-05];[-0.0459890142083168, 0.0, 0.0, 0.0, 0.5363237261772156];1.388.888.931.274.410
[-2.2988266944885254, 1.2075402736663818, 3.055922206840478e-05];[-0.04763077571988106, 0.0, 0.0, 0.0, 0.5363922715187073];1.388.888.931.274.410
[-2.3392698764801025, 1.2820379734039307, -0.00016687669267412275];[-0.048659346997737885, 0.0, 0.0, 0.0, 0.5434281826019287];1.388.888.931.274.410
[-2.3392698764801025, 1.2820379734039307, -0.00016687669267412275];[-0.048659346997737885, 0.0, 0.0, 0.0, 0.5434281826019287];1.388.888.931.274.410
[-2.411717176437378, 1.3496390581130981, 3.396546162548475e-05];[-0.04965824633836746, 0.0, 0.0, 0.0, 0.5398824214935303];1.388.888.931.274.410
[-2.5151875019073486, 1.4427518844604492, -5.1006329158553854e-05];[-0.051161546260118484, 0.0, 0.0, 0.0, 0.5443023443222046];1.388.888.931.274.410
[-2.5863735675811768, 1.487011194229126, 2.7802145268651657e-05];[-0.05216044560074806, 0.0, 0.0, 0.0, 0.552934467792511];1.388.888.931.274.410
[-2.6640419960021973, 1.5167481899261475, -1.8863454897655174e-05];[-0.053139567375183105, 0.0, 0.0, 0.0, 0.5559054017066956];1.388.888.931.274.410
[-2.7675180435180664, 1.5713812112808228, 0.00017353285511489958];[-0.054543960839509964, 0.0, 0.0, 0.0, 0.5576090216636658];1.388.888.931.274.410
[-2.7675180435180664, 1.5713812112808228, 0.00017353285511489958];[-0.054543960839509964, 0.0, 0.0, 0.0, 0.5576090216636658];1.388.888.931.274.410
[-2.833970785140991, 1.5845640897750854, -8.032456389628351e-05];[-0.05548352375626564, 0.0, 0.0, 0.0, 0.561877965927124];1.388.888.931.274.410
[-2.9353647232055664, 1.6610368490219116, 5.727224561269395e-05];[-0.05690769851207733, 0.0, 0.0, 0.0, 0.5606729984283447];1.388.888.931.274.410
[-2.983339786529541, 1.7212189435958862, -1.273628072340216e-06];[-0.057827480137348175, 0.0, 0.0, 0.0, 0.5534279346466064];1.388.888.931.274.410
[-3.019071578979492, 1.7979308366775513, -2.1367874069255777e-05];[-0.058757148683071136, 0.0, 0.0, 0.0, 0.550815999507904];1.388.888.931.274.410
[-3.019071578979492, 1.7979308366775513, -2.1367874069255777e-05];[-0.058757148683071136, 0.0, 0.0, 0.0, 0.550815999507904];1.388.888.931.274.410
[-3.086711883544922, 1.904633641242981, 3.243116589146666e-05];[-0.06022088602185249, 0.0, 0.0, 0.0, 0.5489256381988525];1.388.888.931.274.410
[-3.1203501224517822, 1.9764649868011475, -7.768163050059229e-05];[-0.06121978908777237, 0.0, 0.0, 0.0, 0.5522640347480774];1.388.888.931.274.410
[-3.1328787803649902, 2.051845073699951, -1.483038067817688e-05];[-0.062198907136917114, 0.0, 0.0, 0.0, 0.5514717698097229];1.388.888.931.274.410
[-3.210733413696289, 2.1518666744232178, 6.237380875973031e-05];[-0.06366264820098877, 0.0, 0.0, 0.0, 0.5508942008018494];1.388.888.931.274.410
[-3.210733413696289, 2.1518666744232178, 6.237380875973031e-05];[-0.06366264820098877, 0.0, 0.0, 0.0, 0.5508942008018494];1.388.888.931.274.410
[-3.243709087371826, 2.22117018699646, -9.672019950812683e-05];[-0.06460220366716385, 0.0, 0.0, 0.0, 0.5476166605949402];1.388.888.931.274.410
[-3.2967758178710938, 2.3169729709625244, 3.955874854000285e-05];[-0.0659472644329071, 0.0, 0.0, 0.0, 0.5477136969566345];1.388.888.931.274.410
[-3.3229968547821045, 2.3774375915527344, 3.6458914109971374e-05];[-0.06684725731611252, 0.0, 0.0, 0.0, 0.5518176555633545];1.388.888.931.274.410
[-3.3321821689605713, 2.4397706985473633, -5.799575774290133e-06];[-0.06774725764989853, 0.0, 0.0, 0.0, 0.5518049001693726];1.388.888.931.274.410
[-3.3321821689605713, 2.4397706985473633, -5.799575774290133e-06];[-0.06774725764989853, 0.0, 0.0, 0.0, 0.5518049001693726];1.388.888.931.274.410
[-3.393462896347046, 2.529770851135254, 6.551101250806823e-05];[-0.06902308762073517, 0.0, 0.0, 0.0, 0.5519313812255859];1.388.888.931.274.410
[-3.4182260036468506, 2.5935354232788086, -3.658069181255996e-05];[-0.06985384970903397, 0.0, 0.0, 0.0, 0.5489417910575867];1.388.888.931.274.410
[-3.436426877975464, 2.662250518798828, -2.1304058464011177e-05];[-0.07066484540700912, 0.0, 0.0, 0.0, 0.5490172505378723];1.388.888.931.274.410
[-3.4787213802337646, 2.7543232440948486, -7.500316860387102e-05];[-0.07189121842384338, 0.0, 0.0, 0.0, 0.5490201115608215];1.388.888.931.274.410
[-3.4787213802337646, 2.7543232440948486, -7.500316860387102e-05];[-0.07189121842384338, 0.0, 0.0, 0.0, 0.5490201115608215];1.388.888.931.274.410
[-3.4985342025756836, 2.8135411739349365, 0.00020058815425727516];[-0.07268242537975311, 0.0, 0.0, 0.0, 0.5527330636978149];1.388.888.931.274.410
[-3.523231267929077, 2.898817539215088, 0.0001743197935866192];[-0.07396814227104187, 0.0, 0.0, 0.0, 0.5537286996841431];1.388.888.931.274.410
[-3.555079698562622, 2.962502956390381, -0.00019815941050183028];[-0.07483846694231033, 0.0, 0.0, 0.0, 0.5577431917190552];1.388.888.931.274.410
[-3.581254243850708, 3.0274555683135986, 0.00010380744060967118];[-0.07568901777267456, 0.0, 0.0, 0.0, 0.5512447953224182];1.388.888.931.274.410
[-3.614429235458374, 3.1271169185638428, 6.30760609965364e-07];[-0.07691539078950882, 0.0, 0.0, 0.0, 0.5515660047531128];1.388.888.931.274.410
[-3.614429235458374, 3.1271169185638428, 6.30760609965364e-07];[-0.07691539078950882, 0.0, 0.0, 0.0, 0.5515660047531128];1.388.888.931.274.410
[-3.6213300228118896, 3.1886489391326904, 4.16438206229941e-06];[-0.07765714824199677, 0.0, 0.0, 0.0, 0.5550552010536194];1.388.888.931.274.410
[-3.6287574768066406, 3.241025924682617, -3.765700603253208e-05];[-0.07830000668764114, 0.0, 0.0, 0.0, 0.5544499754905701];1.388.888.931.274.410
[-3.609125852584839, 3.332411289215088, -6.432392183342017e-06];[-0.0791109949350357, 0.0, 0.0, 0.0, 0.5530349612236023];1.388.888.931.274.410
[-3.602654218673706, 3.3851685523986816, 0.00015886941400822252];[-0.07948682457208633, 0.0, 0.0, 0.0, 0.5533087849617004];1.388.888.931.274.410
[-3.602654218673706, 3.3851685523986816, 0.00015886941400822252];[-0.07948682457208633, 0.0, 0.0, 0.0, 0.5533087849617004];1.388.888.931.274.410
[-3.5876331329345703, 3.4433817863464355, 4.748424908029847e-05];[-0.07981318980455399, 0.0, 0.0, 0.0, 0.5449158549308777];1.388.888.931.274.410
[-3.5483851432800293, 3.4995601177215576, -1.4433509022637736e-05];[-0.07989231497049332, 0.0, 0.0, 0.0, 0.5430765151977539];1.388.888.931.274.410
[-3.5050623416900635, 3.550755262374878, -9.830316412262619e-05];[-0.07984286546707153, 0.0, 0.0, 0.0, 0.5402306318283081];1.388.888.931.274.410
[-3.4532105922698975, 3.5919713973999023, 0.00019849259115289897];[-0.0795857235789299, 0.0, 0.0, 0.0, 0.5377508997917175];1.388.888.931.274.410
[-3.4532105922698975, 3.5919713973999023, 0.00019849259115289897];[-0.0795857235789299, 0.0, 0.0, 0.0, 0.5377508997917175];1.388.888.931.274.410
[-3.3699517250061035, 3.695305347442627, 7.291510701179504e-05];[-0.0792890191078186, 0.0, 0.0, 0.0, 0.5349500775337219];1.388.888.931.274.410
[-3.3231871128082275, 3.7293195724487305, -2.2773696400690824e-05];[-0.07894286513328552, 0.0, 0.0, 0.0, 0.5332068800926208];1.388.888.931.274.410
[-3.262639284133911, 3.7376718521118164, 0.0001421594206476584];[-0.07822088897228241, 0.0, 0.0, 0.0, 0.5346618890762329];1.388.888.931.274.410
[-3.215115785598755, 3.7558536529541016, -3.2824595109559596e-05];[-0.07762748003005981, 0.0, 0.0, 0.0, 0.5318177938461304];1.388.888.931.274.410
[-3.215115785598755, 3.7558536529541016, -3.2824595109559596e-05];[-0.07762748003005981, 0.0, 0.0, 0.0, 0.5318177938461304];1.388.888.931.274.410
[-3.1598100662231445, 3.7704436779022217, -1.49474044519593e-06];[-0.07691539078950882, 0.0, 0.0, 0.0, 0.5309066772460938];1.388.888.931.274.410
[-3.079179286956787, 3.745898485183716, -4.660746981244301e-06];[-0.07560989260673523, 0.0, 0.0, 0.0, 0.5296668410301208];1.388.888.931.274.410
[-2.9915947914123535, 3.823779821395874, -8.076561061898246e-05];[-0.07461100071668625, 0.0, 0.0, 0.0, 0.524103045463562];1.388.888.931.274.410
[-2.892165422439575, 3.7596943378448486, 6.398604455171153e-05];[-0.07284066826105118, 0.0, 0.0, 0.0, 0.5292754769325256];1.388.888.931.274.410
[-2.892165422439575, 3.7596943378448486, 6.398604455171153e-05];[-0.07284066826105118, 0.0, 0.0, 0.0, 0.5292754769325256];1.388.888.931.274.410
[-2.824575424194336, 3.733921766281128, 4.3039988668169826e-05];[-0.07152528315782547, 0.0, 0.0, 0.0, 0.5210505723953247];1.388.888.931.274.410
[-2.7338521480560303, 3.708840847015381, 2.632506948430091e-05];[-0.07001209259033203, 0.0, 0.0, 0.0, 0.5178992748260498];1.388.888.931.274.410
[-2.5970706939697266, 3.6163952350616455, -1.420691842213273e-05];[-0.06747033447027206, 0.0, 0.0, 0.0, 0.5142260789871216];1.388.888.931.274.410
[-2.4889824390411377, 3.5854685306549072, 7.081053627189249e-05];[-0.06557143479585648, 0.0, 0.0, 0.0, 0.5030147433280945];1.388.888.931.274.410
[-2.340157985687256, 3.658003568649292, 9.252416202798486e-05];[-0.06353407353162766, 0.0, 0.0, 0.0, 0.4997914135456085];1.388.888.931.274.410
[-2.340157985687256, 3.658003568649292, 9.252416202798486e-05];[-0.06353407353162766, 0.0, 0.0, 0.0, 0.4997914135456085];1.388.888.931.274.410
[-2.1786437034606934, 3.4787425994873047, -7.138687124097487e-06];[-0.060131873935461044, 0.0, 0.0, 0.0, 0.5137038230895996];1.388.888.931.274.410
[-2.085636854171753, 3.3753044605255127, 9.387720638187602e-05];[-0.05764945596456528, 0.0, 0.0, 0.0, 0.49871575832366943];1.388.888.931.274.410
[-1.954627275466919, 3.2840795516967773, 4.559004082693718e-06];[-0.054979126900434494, 0.0, 0.0, 0.0, 0.4936582148075104];1.388.888.931.274.410
[-1.750103235244751, 3.077599287033081, 5.248562592896633e-05];[-0.050667040050029755, 0.0, 0.0, 0.0, 0.4884701371192932];1.388.888.931.274.410
[-1.750103235244751, 3.077599287033081, 5.248562592896633e-05];[-0.050667040050029755, 0.0, 0.0, 0.0, 0.4884701371192932];1.388.888.931.274.410
[-1.5696884393692017, 3.1400671005249023, 0.00016992645396385342];[-0.04756154492497444, 0.0, 0.0, 0.0, 0.47076645493507385];1.388.888.931.274.410
[-1.3284335136413574, 2.8643295764923096, 0.30070188641548157];[-0.04261649027466774, 0.0, 0.0, 0.0, 0.4681994318962097];1.388.888.931.274.410
[-1.1462914943695068, 2.6978554725646973, -0.08387436717748642];[-0.03930329903960228, 0.0, 0.0, 0.0, 0.47647592425346375];1.388.888.931.274.410
[-1.0339975357055664, 2.5511105060577393, -0.061026521027088165];[-0.035703301429748535, 0.0, 0.0, 0.0, 0.4714377820491791];1.388.888.931.274.410
[-1.0339975357055664, 2.5511105060577393, -0.061026521027088165];[-0.035703301429748535, 0.0, 0.0, 0.0, 0.4714377820491791];1.388.888.931.274.410
[-0.8204915523529053, 2.2506327629089355, -0.045373257249593735];[-0.03012527897953987, 0.0, 0.0, 0.0, 0.4714130163192749];1.388.888.931.274.410
[-0.6854801774024963, 2.1117117404937744, -0.03268478438258171];[-0.02628791518509388, 0.0, 0.0, 0.0, 0.4535529613494873];1.388.888.931.274.410
[-0.4366120994091034, 1.8337182998657227, -0.024350428953766823];[-0.020601101219654083, 0.0, 0.0, 0.0, 0.45541295409202576];1.388.888.931.274.410
[-0.312227725982666, 1.7937208414077759, -0.012521466240286827];[-0.016635166481137276, 0.0, 0.0, 0.0, 0.4421823024749756];1.388.888.931.274.410
[-0.312227725982666, 1.7937208414077759, -0.012521466240286827];[-0.016635166481137276, 0.0, 0.0, 0.0, 0.4421823024749756];1.388.888.931.274.410
[-0.16584204137325287, 1.5715011358261108, -0.009084973484277725];[-0.012609891593456268, 0.0, 0.0, 0.0, 0.48092904686927795];1.388.888.931.274.410
[0.0007285158499144018, 1.1444770097732544, -0.0062382216565310955];[-0.006547253578901291, 0.0, 0.0, 0.0, 0.47976723313331604];1.388.888.931.274.410
[0.09803411364555359, 0.9446125030517578, -0.004429638385772705];[-0.0025417585857212543, 0.0, 0.0, 0.0, 0.45646655559539795];1.388.888.931.274.410
[0.2475992888212204, 0.7749298810958862, -0.0030973395332694054];[0.001404395792633295, 0.0, 0.0, 0.0, 0.45643851161003113];1.388.888.931.274.410
[0.2475992888212204, 0.7749298810958862, -0.0030973395332694054];[0.001404395792633295, 0.0, 0.0, 0.0, 0.45643851161003113];1.388.888.931.274.410
[0.4729958474636078, 0.44053915143013, -0.0021352071780711412];[0.007239561062306166, 0.0, 0.0, 0.0, 0.4634378254413605];1.388.888.931.274.410
[0.5133543610572815, 0.34138086438179016, -0.0008569769561290741];[0.01104725431650877, 0.0, 0.0, 0.0, 0.4677440822124481];1.388.888.931.274.410
[0.6787994503974915, -0.04972248896956444, -0.0005818158970214427];[0.01659560762345791, 0.0, 0.0, 0.0, 0.5062453150749207];1.388.888.931.274.410
[0.6356507539749146, -0.2945091724395752, -0.00035856818431057036];[0.01996813341975212, 0.0, 0.0, 0.0, 0.53089439868927];1.388.888.931.274.410
[0.6356507539749146, -0.2945091724395752, -0.00035856818431057036];[0.01996813341975212, 0.0, 0.0, 0.0, 0.53089439868927];1.388.888.931.274.410
[0.5838363170623779, -0.5631456971168518, 1.59140818141168e-05];[0.023390112444758415, 0.0, 0.0, 0.0, 0.5459262728691101];1.388.888.931.274.410
[0.6170153617858887, -0.9403349161148071, -0.00021087122149765491];[0.0282362662255764, 0.0, 0.0, 0.0, 0.5636441707611084];1.388.888.931.274.410
[0.5367769598960876, -1.1799646615982056, 4.597400038619526e-05];[0.031282421201467514, 0.0, 0.0, 0.0, 0.5957988500595093];1.388.888.931.274.410
[0.26098504662513733, -1.45537531375885, 8.016736683202907e-05];[0.034190114587545395, 0.0, 0.0, 0.0, 0.6070565581321716];1.388.888.931.274.410
[0.3728773891925812, -1.775763750076294, -5.159694774192758e-05];[0.038205500692129135, 0.0, 0.0, 0.0, 0.5936067700386047];1.388.888.931.274.410
[0.3728773891925812, -1.775763750076294, -5.159694774192758e-05];[0.038205500692129135, 0.0, 0.0, 0.0, 0.5936067700386047];1.388.888.931.274.410
[0.43586716055870056, -1.9377361536026, 0.00018640521739143878];[0.04067802429199219, 0.0, 0.0, 0.0, 0.6052458882331848];1.388.888.931.274.410
[0.5403855443000793, -2.1594204902648926, 8.777198672760278e-05];[0.04392198100686073, 0.0, 0.0, 0.0, 0.5996373295783997];1.388.888.931.274.410
[0.6038565039634705, -2.2679176330566406, 0.00013129790022503585];[0.04590989276766777, 0.0, 0.0, 0.0, 0.5988786816596985];1.388.888.931.274.410
[0.6863041520118713, -2.3591678142547607, 5.4388048738474026e-05];[0.047700006514787674, 0.0, 0.0, 0.0, 0.5866883993148804];1.388.888.931.274.410
[0.6863041520118713, -2.3591678142547607, 5.4388048738474026e-05];[0.047700006514787674, 0.0, 0.0, 0.0, 0.5866883993148804];1.388.888.931.274.410
[0.8876733183860779, -2.418299436569214, 9.776393562788144e-05];[0.05009341239929199, 0.0, 0.0, 0.0, 0.5733596682548523];1.388.888.931.274.410
[1.0387792587280273, -2.4697630405426025, 5.465748836286366e-05];[0.0514681376516819, 0.0, 0.0, 0.0, 0.542701005935669];1.388.888.931.274.410
[1.2243295907974243, -2.4817416667938232, 2.1840289264218882e-05];[0.052674733102321625, 0.0, 0.0, 0.0, 0.5359088182449341];1.388.888.931.274.410
[1.4100371599197388, -2.5256521701812744, 6.173583824420348e-05];[0.05417802557349205, 0.0, 0.0, 0.0, 0.5318140983581543];1.388.888.931.274.410
[1.4100371599197388, -2.5256521701812744, 6.173583824420348e-05];[0.05417802557349205, 0.0, 0.0, 0.0, 0.5318140983581543];1.388.888.931.274.410
[1.5307016372680664, -2.535217761993408, 2.0420231521711685e-05];[0.054979126900434494, 0.0, 0.0, 0.0, 0.5350958704948425];1.388.888.931.274.410
[1.636042594909668, -2.5817089080810547, 9.666573896538466e-05];[0.05597802996635437, 0.0, 0.0, 0.0, 0.5357779860496521];1.388.888.931.274.410
[1.725975751876831, -2.6128363609313965, -1.4317945897346362e-05];[0.056492313742637634, 0.0, 0.0, 0.0, 0.5404256582260132];1.388.888.931.274.410
[1.7799289226531982, -2.65228271484375, -6.14384698565118e-05];[0.0568879209458828, 0.0, 0.0, 0.0, 0.539785623550415];1.388.888.931.274.410
[1.7799289226531982, -2.65228271484375, -6.14384698565118e-05];[0.0568879209458828, 0.0, 0.0, 0.0, 0.539785623550415];1.388.888.931.274.410
[1.8363676071166992, -2.6969728469848633, 2.4754568585194647e-05];[0.05734286457300186, 0.0, 0.0, 0.0, 0.5422104597091675];1.388.888.931.274.410
[1.870263934135437, -2.727468252182007, 2.7053358280682005e-05];[0.05752088874578476, 0.0, 0.0, 0.0, 0.5452542304992676];1.388.888.931.274.410
[1.8981271982192993, -2.755906820297241, 8.06589305284433e-05];[0.057619787752628326, 0.0, 0.0, 0.0, 0.5455777049064636];1.388.888.931.274.410
[1.9253251552581787, -2.7755367755889893, 8.066966984188184e-05];[0.057619787752628326, 0.0, 0.0, 0.0, 0.5450398921966553];1.388.888.931.274.410
[1.9253251552581787, -2.7755367755889893, 8.066966984188184e-05];[0.057619787752628326, 0.0, 0.0, 0.0, 0.5450398921966553];1.388.888.931.274.410
[1.9935959577560425, -2.801717758178711, 8.831673767417669e-05];[0.05755055695772171, 0.0, 0.0, 0.0, 0.5434438586235046];1.388.888.931.274.410
[2.0267956256866455, -2.80300235748291, 8.622855966677889e-05];[0.05741209536790848, 0.0, 0.0, 0.0, 0.5398666262626648];1.388.888.931.274.410
[2.0605990886688232, -2.7906932830810547, 2.2757620172342286e-05];[0.05715494975447655, 0.0, 0.0, 0.0, 0.5374101400375366];1.388.888.931.274.410
[2.1016957759857178, -2.7789268493652344, -2.266240699100308e-05];[0.056947261095047, 0.0, 0.0, 0.0, 0.5343701839447021];1.388.888.931.274.410
[2.135747194290161, -2.754399061203003, -7.105542863428127e-06];[0.056581322103738785, 0.0, 0.0, 0.0, 0.5324972867965698];1.388.888.931.274.410
[2.135747194290161, -2.754399061203003, -7.105542863428127e-06];[0.056581322103738785, 0.0, 0.0, 0.0, 0.5324972867965698];1.388.888.931.274.410
[2.176246166229248, -2.736644983291626, 9.082704491447657e-05];[0.05632418021559715, 0.0, 0.0, 0.0, 0.5299053192138672];1.388.888.931.274.410
[2.256153106689453, -2.714345932006836, 9.732710168464109e-05];[0.056057147681713104, 0.0, 0.0, 0.0, 0.5291804075241089];1.388.888.931.274.410
[2.2713632583618164, -2.6878511905670166, -4.0555863961344585e-05];[0.05564176291227341, 0.0, 0.0, 0.0, 0.5306534171104431];1.388.888.931.274.410
[2.2713632583618164, -2.6878511905670166, -4.0555863961344585e-05];[0.05564176291227341, 0.0, 0.0, 0.0, 0.5306534171104431];1.388.888.931.274.410
[2.2881455421447754, -2.6695799827575684, -2.851883436960634e-05];[0.05530549958348274, 0.0, 0.0, 0.0, 0.5292196869850159];1.388.888.931.274.410
